X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE,RESUNITS,CONSTRUCTVALUE,PROPINFOVALUE_WARD
596112.817000003,4807115.1416,253,3215 APPLEBY LINE   ,CP Commercial,25-002574,2025/02/11 00:00:00+00,2025/10/08 00:00:00+00,Kitchen System,Restaurant,Final,,,50000,6
596130.445640002,4807170.30548,254,3221 APPLEBY LINE   ,CP Commercial,25-005944,2025/04/08 00:00:00+00,2025/06/30 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Issued,,,5000,6
596130.445640002,4807170.30548,255,3221 APPLEBY LINE   ,CP Commercial,25-006680,2025/04/16 00:00:00+00,2025/06/19 00:00:00+00,Renovation,Restaurant,Final,ZC-134/25,,150000,6
596130.445640002,4807170.30548,256,3221 APPLEBY LINE   ,CP Commercial,25-007083,2025/04/24 00:00:00+00,2025/06/30 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-165/25,,185000,6
596130.445640002,4807170.30548,257,3221 APPLEBY LINE   ,CP Commercial,23-010310,2023/06/01 00:00:00+00,2024/01/05 00:00:00+00,New,Commercial - Retail,Final,,,1500000,6
596147.212800003,4807250.14036,258,3227 APPLEBY LINE   ,CP Commercial,22-019625,2025/04/08 00:00:00+00,2025/07/18 00:00:00+00,New,Retail Store,Issued,ZC-500/22,,5000,6
596147.212800003,4807250.14036,260,3227 APPLEBY LINE   ,CP Commercial,25-017276,2025/09/10 00:00:00+00,2025/10/15 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-677/25,,100000,6
596147.212800003,4807250.14036,261,3227 APPLEBY LINE   ,CP Commercial,25-009266,2025/05/27 00:00:00+00,2025/10/07 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-442/25,,350000,6
596147.212800003,4807250.14036,262,3227 APPLEBY LINE   ,CP Commercial,22-019625,2022/09/09 00:00:00+00,2023/02/10 00:00:00+00,New,Retail Store,Issued,ZC-500/22,,1189500,6
596062.956040002,4807246.16884,264,3247 APPLEBY LINE   ,CP Commercial,24-024510,2024/12/19 00:00:00+00,2025/02/14 00:00:00+00,Renovation,Restaurant,Final,ZC-754/24,,100000,6
596062.956040002,4807246.16884,265,3247 APPLEBY LINE   ,CP Commercial,23-015811,2023/08/11 00:00:00+00,2024/02/20 00:00:00+00,Renovation,Retail Store,Final,ZC-585/23,,109000,6
595974.904000002,4807247.72544,267,3259 APPLEBY LINE   ,PL Plumbing,23-008312,2023/05/10 00:00:00+00,2023/06/01 00:00:00+00,Backflow Prevention Device,Commercial,Final,,,50,6
597767.627320002,4805379.47656,268,2040 APPLEBY LINE   ,CP Commercial,25-020612,2025/10/29 00:00:00+00,2026/01/08 00:00:00+00,Renovation,Restaurant,Final,ZC-911/25,,418000,6
597432.518080003,4805619.04984,269,2080 APPLEBY LINE   ,TT Temporary Structure,25-005725,2025/04/03 00:00:00+00,2025/04/14 00:00:00+00,,Tent,Final,ZC-126/25,,82000,6
597432.518080003,4805619.04984,271,2080 APPLEBY LINE   ,CP Commercial,24-000150,2024/01/02 00:00:00+00,2024/03/05 00:00:00+00,Renovation,Restaurant,Final,ZC-944/23,,200000,6
597432.518080003,4805619.04984,272,2080 APPLEBY LINE   ,CP Commercial,25-022849,2025/11/28 00:00:00+00,2026/04/08 00:00:00+00,Demolition- Internal,Retail Store,Final,,,200000,6
597871.966730002,4805260.29188,273,2000 APPLEBY LINE   ,CP Commercial,24-024340,2024/12/16 00:00:00+00,2025/02/12 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,3000,6
599001.619460003,4804440.35529,276,1207 APPLEBY LINE   ,CP Commercial,22-022093,2022/10/17 00:00:00+00,2022/11/25 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,49000,5
599001.619460003,4804440.35529,277,1207 APPLEBY LINE   ,DS Designated Structure,25-015858,2025/08/20 00:00:00+00,2025/10/16 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Commercial,Final,,,299823,5
596863.339640003,4806470.05672,278,2435 APPLEBY LINE   ,CP Commercial,25-008496,2025/05/15 00:00:00+00,2025/06/19 00:00:00+00,Renovation,Restaurant,Final,ZC-277/25,,150000,5
596863.339640003,4806470.05672,279,2435 APPLEBY LINE   ,CP Commercial,23-021773,2023/11/14 00:00:00+00,2024/01/05 00:00:00+00,Renovation,Restaurant,Final,ZC-851/23,,200000,5
596697.816920002,4806562.24348,281,2465 APPLEBY LINE   ,CP Commercial,23-018729,2023/09/22 00:00:00+00,2023/10/13 00:00:00+00,Renovation,Restaurant,Final,ZC-712/23,,100000,5
596697.816920002,4806562.24348,282,2465 APPLEBY LINE   ,CP Commercial,23-020660,2023/10/26 00:00:00+00,2023/12/22 00:00:00+00,Renovation,Restaurant,Final,ZC-776/23,,165000,5
596697.816920002,4806562.24348,283,2465 APPLEBY LINE   ,CP Commercial,23-021214,2023/11/03 00:00:00+00,2024/01/08 00:00:00+00,Renovation,Restaurant,Final,ZC-830/23,,200000,5
596697.816920002,4806562.24348,284,2465 APPLEBY LINE   ,CP Commercial,23-021773,2023/11/14 00:00:00+00,2024/01/05 00:00:00+00,Renovation,Restaurant,Final,ZC-851/23,,200000,5
596619.535720002,4806612.6362,285,2475 APPLEBY LINE   ,CP Commercial,25-013053,2025/07/15 00:00:00+00,2025/08/19 00:00:00+00,Sprinkler/Standpipe System (No ZC Reqd),Restaurant,Final,,,17600,5
596660.736360002,4806674.99968,288,2485 APPLEBY LINE   ,CP Commercial,24-000823,2024/01/11 00:00:00+00,2024/04/10 00:00:00+00,Renovation,Restaurant,Final,ZC-889/23,,90000,5
596590.342920003,4806653.0456,290,2495 APPLEBY LINE   ,CP Commercial,26-002990,2026/02/13 00:00:00+00,2026/06/10 00:00:00+00,Renovation (No ZC Reqd),Bank/Financial Institution,Issued,,,266778.86,5
596809.333280003,4806715.62748,293,2515 APPLEBY LINE   ,TT Temporary Structure,23-003262,2023/02/28 00:00:00+00,2023/03/10 00:00:00+00,,Tent,Final,ZC-687/22,,9000,5
596809.333280003,4806715.62748,294,2515 APPLEBY LINE   ,TT Temporary Structure,24-005026,2024/03/19 00:00:00+00,2024/04/11 00:00:00+00,,Tent,Final,,,9000,5
596809.333280003,4806715.62748,295,2515 APPLEBY LINE   ,TT Temporary Structure,25-009031,2025/05/23 00:00:00+00,2025/06/18 00:00:00+00,,Tent,Final,ZC-070/25,,9000,5
596809.333280003,4806715.62748,297,2515 APPLEBY LINE   ,CP Commercial,23-015776,2023/08/09 00:00:00+00,2023/12/21 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,,,75000,5
597905.887560003,4805372.18912,299,2035 APPLEBY LINE   ,PL Plumbing,25-000952,2025/01/14 00:00:00+00,2025/01/29 00:00:00+00,Internal Plumbing - Alter/Replace,Multi-Residential (Part 3),Final,,,10000,5
598114.044400002,4805056.93852,300,1900 APPLEBY LINE   ,PL Plumbing,23-011910,2023/06/16 00:00:00+00,2023/07/04 00:00:00+00,External Plumbing - Alter/Replace,Commercial,Final,,,5000,4
600906.726560002,4802477.45396,302,491 APPLEBY LINE   ,CP Commercial,22-019655,2022/09/09 00:00:00+00,2022/09/27 00:00:00+00,Kitchen System (No ZC Reqd),Restaurant,Final,,,1500,5
600906.726560002,4802477.45396,303,491 APPLEBY LINE   ,CP Commercial,22-016954,2022/08/05 00:00:00+00,2022/09/22 00:00:00+00,Renovation,Restaurant,Final,ZC-497/22,,150000,5
600832.997840002,4802557.57084,305,511 APPLEBY LINE   ,CP Commercial,23-013064,2023/07/05 00:00:00+00,2023/10/17 00:00:00+00,Renovation,Retail Store,Final,ZC-404/23,,25000,5
595650.480480002,4807311.93876,306,3402 APPLEBY LINE   ,IP Industrial,25-009011,2026/01/26 00:00:00+00,2026/03/12 00:00:00+00,Addition,Medium Hazard Industrial Facility,Final,535-017/24,,0,6
595650.480480002,4807311.93876,307,3402 APPLEBY LINE   ,IP Industrial,26-007246,2026/04/21 00:00:00+00,2026/04/28 00:00:00+00,Renovation (No ZC Reqd),Medium Hazard Industrial Facility,Issued,,,240000,6
595650.480480002,4807311.93876,308,3402 APPLEBY LINE   ,IP Industrial,25-009011,2025/05/22 00:00:00+00,2025/10/16 00:00:00+00,Addition,Medium Hazard Industrial Facility,Final,535-017/24,,3277353.36,6
595650.480480002,4807311.93876,309,3402 APPLEBY LINE   ,IP Industrial,25-024373,2025/12/19 00:00:00+00,2026/01/12 00:00:00+00,Renovation,Medium Hazard Industrial Facility,Final,535-017/24,,40000000,6
598185.437480003,4805130.5,310,1893 APPLEBY LINE   ,GP Institutional/Government,25-024383,2025/12/22 00:00:00+00,2026/04/22 00:00:00+00,Renovation (No ZC Reqd),Retirement Home,Issued,,0,56000,5
598185.437480003,4805130.5,311,1893 APPLEBY LINE   ,CP Commercial,23-012078,2023/06/20 00:00:00+00,2023/08/25 00:00:00+00,Renovation,Hair Styling/Barber/Beauty Parlour,Issued,ZC-356/23,,10000,5
596858.013300003,4806375.01685,313,2331 APPLEBY LINE   ,CP Commercial,21-026714,2024/02/27 00:00:00+00,2024/04/12 00:00:00+00,New,Restaurant,Final,ZC-735/21,,0,5
596858.013300003,4806375.01685,314,2331 APPLEBY LINE   ,CP Commercial,24-020102,2024/10/07 00:00:00+00,2024/12/13 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,10000,5
596858.013300003,4806375.01685,316,2331 APPLEBY LINE   ,CP Commercial,24-002074,2024/02/02 00:00:00+00,2024/03/31 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,30000,5
596858.013300003,4806375.01685,317,2331 APPLEBY LINE   ,CP Commercial,24-002041,2024/02/02 00:00:00+00,2024/03/19 00:00:00+00,Accessory Building - New,Restaurant,Final,,,210000,5
596858.013300003,4806375.01685,318,2331 APPLEBY LINE   ,CP Commercial,24-002067,2024/02/02 00:00:00+00,2024/03/19 00:00:00+00,Accessory Building - New,Restaurant,Final,,,210000,5
596666.110100002,4806767.04728,320,2535 APPLEBY LINE   ,CP Commercial,24-006324,2024/04/04 00:00:00+00,2024/04/23 00:00:00+00,Kitchen System (No ZC Reqd),Restaurant,Final,,,2430,5
596377.167830002,4806943.98146,321,3101 APPLEBY LINE   ,CP Commercial,22-013476,2022/06/28 00:00:00+00,2022/11/09 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-390/22,,220000,6
596377.167830002,4806943.98146,322,3101 APPLEBY LINE   ,CP Commercial,25-002364,2025/02/07 00:00:00+00,2025/02/19 00:00:00+00,Renovation,Medical Office,Final,ZC-033/25,,273000,6
596275.145920002,4806965.31678,326,3121 APPLEBY LINE   ,CP Commercial,24-024594,2024/12/23 00:00:00+00,2025/02/12 00:00:00+00,Renovation,Restaurant,Final,ZC-764/24,,200000,6
596275.145920002,4806965.31678,327,3121 APPLEBY LINE   ,CP Commercial,26-000430,2025/12/23 00:00:00+00,2026/03/04 00:00:00+00,Renovation,Restaurant,Issued,ZC-1031/25,,200000,6
597853.041640002,4805433.7185,328,2085 APPLEBY LINE   ,PL Plumbing,24-008034,2024/04/25 00:00:00+00,2024/05/07 00:00:00+00,Internal Plumbing - Alter/Replace,Multi-Residential (Part 3),Final,,,10000,5
593053.562520002,4800612.5,329,1238 APPLEFORD LANE   ,SO Other Single Detached Dwelling,25-005871,2025/04/07 00:00:00+00,2025/04/24 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,105000,1
593004.375000002,4800641.5,330,1235 APPLEFORD LANE   ,SO Other Single Detached Dwelling,25-010239,2025/06/05 00:00:00+00,2025/06/20 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-777/24,0,197000,1
592954.500000002,4800501.5,331,1207 APPLEFORD LANE   ,DS Designated Structure,22-022315,2022/10/18 00:00:00+00,2022/11/06 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,30000,1
593013.375000002,4800535.5,333,1218 APPLEFORD LANE   ,SO Other Single Detached Dwelling,25-002269,2025/02/06 00:00:00+00,2025/03/03 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,110000,1
593020.812480003,4800474.0,334,1194 APPLEFORD LANE   ,SO Other Single Detached Dwelling,24-003005,2024/02/21 00:00:00+00,2024/03/07 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,30000,1
597654.464400003,4806767.79202,335,5358 APPLEGARTH DR.   ,SO Other Single Detached Dwelling,24-023871,2024/12/10 00:00:00+00,2025/01/22 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,ZC-787/24,0,263736,5
597654.464400003,4806767.79202,336,5358 APPLEGARTH DR.   ,SO Other Single Detached Dwelling,25-015806,2025/08/20 00:00:00+00,2025/10/17 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-680/25,1,30000,5
597596.312480003,4806749.0,337,5351 APPLEGARTH DR.   ,PL Plumbing,23-013592,2023/07/12 00:00:00+00,2023/07/17 00:00:00+00,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,5198,5
597527.980800002,4806645.44584,338,5323 APPLEGARTH DR.   ,PL Plumbing,24-012690,2024/06/25 00:00:00+00,2024/07/10 00:00:00+00,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,3995,5
597608.309920003,4806704.26812,339,5346 APPLEGARTH DR.   ,SO Other Single Detached Dwelling,25-011130,2025/06/18 00:00:00+00,2025/07/07 00:00:00+00,Renovation,Single Detached Dwelling,Final,ZC-551/25,0,78700,5
597521.295220003,4806585.41562,340,5308 APPLEGARTH DR.   ,SO Other Single Detached Dwelling,25-019526,2025/10/14 00:00:00+00,2025/11/18 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,30000,5
597521.295220003,4806585.41562,341,5308 APPLEGARTH DR.   ,PL Plumbing,24-017197,2024/08/27 00:00:00+00,2024/09/03 00:00:00+00,Internal Plumbing - New,Multi-Residential (Part 9),Final,,,3895,5
597562.966900002,4806641.3069,342,5328 APPLEGARTH DR.   ,PL Plumbing,22-013111,2022/06/23 00:00:00+00,2022/07/18 00:00:00+00,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,10000,5
595633.312480003,4802786.5,345,3206 APPOLLO RD.   ,DS Designated Structure,23-008452,2023/05/11 00:00:00+00,2023/06/09 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,48.059,6
595616.125000002,4802948.5,346,3224 APPOLLO RD.   ,SO Other Single Detached Dwelling,26-009093,2026/05/14 00:00:00+00,2026/06/03 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,66304,6
595586.875000002,4803131.0,348,3244 APPOLLO RD.   ,SO Other Single Detached Dwelling,25-009631,2025/05/29 00:00:00+00,2025/06/12 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,6
595560.875000002,4803003.5,349,3235 APPOLLO RD.   ,SO Other Single Detached Dwelling,23-006733,2023/04/20 00:00:00+00,2023/05/04 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,20000,6
595579.187520002,4802834.5,350,3213 APPOLLO RD.   ,SO Other Single Detached Dwelling,24-014091,2024/07/17 00:00:00+00,2024/08/27 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,15000,6
596833.256550002,4804827.4479,352,4193 ARBOURFIELD DR.   ,SO Other Single Detached Dwelling,24-007008,2024/04/15 00:00:00+00,2024/05/13 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-724/23,0,270000,6
600026.418690003,4800523.81639,356,346 ARDEN CRES.   ,SO Other Single Detached Dwelling,24-016384,2024/08/19 00:00:00+00,2024/10/18 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-444/24,0,50000,4
600121.364130002,4800573.49159,357,371 ARDEN CRES.   ,PL Plumbing,23-001566,2023/01/27 00:00:00+00,2023/02/13 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2260,4
601047.753970003,4803589.9216,358,636 ARDLEIGH CRES.   ,SO Other Single Detached Dwelling,23-015798,2023/08/11 00:00:00+00,2023/09/18 00:00:00+00,New,Attached Deck,Final,ZC-384/23,0,3909.44,5
601036.878970003,4803600.9216,359,640 ARDLEIGH CRES.   ,PL Plumbing,24-017242,2024/08/27 00:00:00+00,2024/09/03 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Issued,,,1500,5
601067.466070002,4803793.15526,361,687 ARDLEIGH CRES.   ,SO Other Single Detached Dwelling,23-006615,2023/04/18 00:00:00+00,2023/05/03 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,12430,5
596634.500000002,4799170.0,362,2125 ARGON CRT.   ,SO Other Single Detached Dwelling,24-011920,2024/06/14 00:00:00+00,2024/07/11 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-313/24,0,250000,2
596716.337400002,4799250.15788,364,2153 ARGON CRT.   ,SO Other Single Detached Dwelling,25-016434,2025/08/28 00:00:00+00,2025/09/24 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,50000,2
596384.821670002,4806209.70474,366,2538 ARMOUR CRES.   ,SO Other Single Detached Dwelling,26-002691,2026/02/10 00:00:00+00,2026/03/26 00:00:00+00,Addition,Attached Deck,Issued,ZC-951/25,0,1000,6
596467.875000002,4806248.5,367,2533 ARMOUR CRES.   ,SO Other Single Detached Dwelling,25-022541,2025/11/27 00:00:00+00,2026/01/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,39420,6
596353.875000002,4806337.5,368,2559 ARMOUR CRES.   ,SO Other Single Detached Dwelling,26-003287,2026/02/24 00:00:00+00,2026/03/24 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-037/26,0,10000,6
596353.875000002,4806337.5,369,2559 ARMOUR CRES.   ,SO Other Single Detached Dwelling,26-003286,2026/02/24 00:00:00+00,2026/03/16 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-081/26,0,130000,6
596353.875000002,4806337.5,370,2559 ARMOUR CRES.   ,SO Other Single Detached Dwelling,24-007318,2024/04/15 00:00:00+00,2024/11/13 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-172/24,1,100000,6
593790.633440002,4802646.93811,371,2344 ARNOLD CRES.   ,SO Other Single Detached Dwelling,23-023057,2023/12/08 00:00:00+00,2024/01/04 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,75000,3
593900.125000002,4802821.5,372,2389 ARNOLD CRES.   ,PL Plumbing,24-016654,2024/08/20 00:00:00+00,2024/08/26 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,10000,3
593880.687520002,4802840.5,373,2393 ARNOLD CRES.   ,SO Other Single Detached Dwelling,23-006611,2023/04/19 00:00:00+00,2023/05/03 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-247/23,0,123000,3
593916.687520002,4802702.0,374,2362 ARNOLD CRES.   ,PL Plumbing,22-023030,2022/11/01 00:00:00+00,2022/11/15 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,8900,3
593971.875000002,4802746.5,375,2372 ARNOLD CRES.   ,SO Other Single Detached Dwelling,23-005998,2023/04/11 00:00:00+00,2023/04/25 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-026/23,1,50000,3
599123.123220002,4801574.17431,377,644 ARTREVA CRES.   ,SS Semi-Detached Dwelling,25-009851,2025/06/02 00:00:00+00,2025/08/13 00:00:00+00,Renovation (No ZC Reqd),Semi-Detached Dwelling,Issued,,0,13468,4
599219.000000002,4801627.5,378,665 ARTREVA CRES.   ,SO Other Single Detached Dwelling,24-009494,2024/05/15 00:00:00+00,2024/06/24 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-213/24,0,294000,4
593928.020410002,4795805.64179,380,212 ASCOT PL.   ,SO Other Single Detached Dwelling,24-007597,2024/04/19 00:00:00+00,2024/10/02 00:00:00+00,New,Attached Deck,Final,,0,15000,1
593928.020410002,4795805.64179,381,212 ASCOT PL.   ,PL Plumbing,25-006918,2025/04/23 00:00:00+00,2025/05/01 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,0,1
593882.875000002,4795846.0,385,211 ASCOT PL.   ,SO Other Single Detached Dwelling,23-019365,2023/10/02 00:00:00+00,2023/11/07 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-319/23,0,750000,1
601725.187520002,4802053.0,387,5084 ASHLAND DR.   ,PL Plumbing,25-011841,2025/06/25 00:00:00+00,2025/06/27 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,1600,5
601701.484220002,4802095.78183,388,5087 ASHLAND DR.   ,PL Plumbing,25-012961,2025/07/14 00:00:00+00,2025/07/18 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,7000,5
601715.546740002,4802112.78183,389,5093 ASHLAND DR.   ,PL Plumbing,25-014549,2025/08/01 00:00:00+00,2025/08/14 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,12000,5
601734.264290002,4802124.32015,390,5099 ASHLAND DR.   ,SO Other Single Detached Dwelling,23-008951,2023/05/17 00:00:00+00,2023/08/16 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,120000,5
595460.463560002,4806247.45564,393,4610 ASHLAR CRES.   ,SO Other Single Detached Dwelling,25-008888,2025/05/22 00:00:00+00,2025/06/24 00:00:00+00,New,Attached Deck,Issued,,0,15000,6
595472.686560002,4806242.83848,394,4612 ASHLAR CRES.   ,SO Other Single Detached Dwelling,25-009195,2025/05/26 00:00:00+00,2025/07/24 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-138/25,1,50000,6
597167.753520003,4799475.46825,395,782 ASHLEY AVE.   ,SO Other Single Detached Dwelling,24-018957,2024/09/20 00:00:00+00,2024/10/04 00:00:00+00,New,Detached Garage,Issued,ZC-166/24,0,40000,2
597167.753520003,4799475.46825,396,782 ASHLEY AVE.   ,SO Other Single Detached Dwelling,24-018896,2024/09/20 00:00:00+00,2024/10/09 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-166/24,0,500000,2
597304.375000002,4799392.5,397,741 ASHLEY AVE.   ,SF New Single Detached Dwelling,25-022816,2025/11/25 00:00:00+00,2026/02/13 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-915/25,4,3800000,2
597304.375000002,4799392.5,398,741 ASHLEY AVE.   ,SO Other Single Detached Dwelling,25-019598,2025/10/14 00:00:00+00,2025/10/16 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,20000,2
597463.437480003,4799236.5,399,681 ASHLEY AVE.   ,PL Plumbing,26-008057,2026/04/28 00:00:00+00,2026/06/03 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Issued,,,7500,2
597463.437480003,4799236.5,400,681 ASHLEY AVE.   ,PL Plumbing,26-005041,2026/03/18 00:00:00+00,2026/03/24 00:00:00+00,Backwater Valve,Single Detached Dwelling,Issued,,,24000,2
597486.500000002,4799224.0,401,675 ASHLEY AVE.   ,SF New Single Detached Dwelling,23-006186,2023/07/04 00:00:00+00,2023/07/14 00:00:00+00,Infill,Single Detached Dwelling,Issued,ZC-227/22,0,0,2
597486.500000002,4799224.0,402,675 ASHLEY AVE.   ,SO Other Single Detached Dwelling,23-006182,2023/04/12 00:00:00+00,2023/05/23 00:00:00+00,New,Accessory Building,Issued,ZC-227/22,0,45000,2
597486.500000002,4799224.0,404,675 ASHLEY AVE.   ,SO Other Single Detached Dwelling,22-019818,2022/09/13 00:00:00+00,2023/05/16 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,25000,2
